,contestant_name,num_idols_possessed,social_score,strategy_score,challenge_wins_per_day_lasted,confessionals_per_epi
0,Ben,0,6,4,0.21739130434782608,2.83
1,Charlie,0,7,8,0.30434782608695654,6.08
2,Kenzie,0,8,6,0.17391304347826086,5.83
3,Liz,0,2,2,0.30434782608695654,2.92
4,Maria,0,6,7,0.30434782608695654,3.58
